Country Name,Country Code,Indicator Name,Indicator Code,2009,2010,2011,2012,2013,2014,2015,2016,2017
Poland,POL,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,58.7352896273882,58.1354092775028,56.1581637363232,54.9642213492571,55.1801312864922,55.3820687167757,56.1003305660376,55.8037963129755,55.231202364066
Poland,POL,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,23012000000.0,29574000000.0,32059000000.0,31793000000.0,32918000000.0,34920000000.0,31896000000.0,33381000000.0,37541000000.0
Poland,POL,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,149716000000.0,178033000000.0,210698000000.0,199217000000.0,207665000000.0,223556000000.0,196473000000.0,199507000000.0,233812000000.0
Poland,POL,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.243399988645168,0.144158179663321,0.227315222735859,0.251104444901791,0.138276831435244,0.160205570863676,0.525074033582222,0.420930824482349,0.356118384856209
Poland,POL,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,19.4679020238318,20.8211047406941,22.9631616963616,24.9518434004126,23.1331872520646,23.1124658434576,21.906025626422,20.5561206654403,21.2761879510034
Poland,POL,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.75479718705253,3.32522967971766,3.59783258625243,3.4402476276907,3.41232638007019,3.33805269414863,3.46672011435706,3.32721624698471,3.59184559692824
Poland,POL,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,9.43049241129913,10.8921819730497,12.7922817423534,13.6525783606561,11.6332653031468,10.797970543998,7.52239865882943,6.24244491401762,7.39999192359435
Poland,POL,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,3.0,2.6,2.44,2.15,2.4,2.58,2.61,3.21,3.05
Poland,POL,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,6.25,6.3,5.84,5.6,5.38,5.72,5.69,5.32,5.16
Poland,POL,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,3.23,3.08,3.0,2.84,2.95,3.07,3.09,3.29,3.27
Poland,POL,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.44,2.78,2.3,2.28,2.21,2.76,2.73,2.48,2.48
Poland,POL,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,3.39,3.38,3.42,3.36,3.39,3.42,3.43,3.39,3.47
Poland,POL,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,1.6,2.0,1.51,1.5,1.47,2.07,2.03,1.75,1.87
Poland,POL,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,73.4642754834,83.8983735816,87.8794568115,86.3332174139,88.0564185255,95.21342654,100.0,103.3189244814,111.647986466
Poland,POL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,7366000000.0,8358000000.0,8251000000.0,8540000000.0,8605000000.0,8507000000.0,7701000000.0,7876000000.0,8729000000.0
Poland,POL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.01079609006468,5.17592917756451,5.12837707944938,5.33588638902186,5.16015359908279,5.06057053536538,4.93283845881937,5.0479089835166,5.08256197623149
Poland,POL,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,22.50339804503234,22.141964588782255,22.17418853972469,22.340943194510928,22.315576799541393,22.32878526768269,22.327419229409685,22.4349544917583,22.488780988115746
Poland,POL,Rural population (% of total population),SP.RUR.TOTL.ZS,38.996,39.108,39.22,39.346,39.471,39.597,39.722,39.822,39.895
Poland,POL,Completeness of birth registration (%),SP.REG.BRTH.ZS,9835947.998,9808961.054,100.0,9817117.673,9812418.2355,100.0,9800296.861,9797293.911,100.0
Poland,POL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,9835947.998,9808961.054,9815634.0,9817117.673,9812418.2355,9805967.5,9800296.861,9797293.911,9799396.5
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19671857.0,19617883.0,19631168.0,19634196.0,19624797.0,19611835.0,19600554.0,19594548.0,19598693.0
Poland,POL,Population growth (annual %),SP.POP.GROW,0.067763227021235,-0.285609121534849,0.0537697088781007,-0.0002390760032983,-0.0603600174744649,-0.0748462292920506,-0.0666411009657168,-0.04298513087435,0.0124800985844923
Poland,POL,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.062,1.07,1.062,1.06,1.058,1.059,1.057,1.056,1.056
Poland,POL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,3.68125158922244,3.64380353688708,3.61854588544149,3.60411273379555,3.59647506041328,3.60073749654721,3.58937881737944,3.53969454627236,3.44715103990394
Poland,POL,"Population ages 65 and above, total",SP.POP.65UP.TO,5099929.0,5099871.0,5181069.0,5335892.0,5515594.0,5705544.0,5901853.0,6116248.0,6337238.0
Poland,POL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3175343.0,3174783.0,3219254.0,3303241.0,3399700.0,3501839.0,3607544.0,3723786.0,3843690.0
Poland,POL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,5.60970432351501,6.1318010274239,6.55980770276363,6.80990852449702,6.99093571040504,7.15163823917035,7.30512129088738,7.39998168430286,7.44566894148208
Poland,POL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,7.84572237280624,7.68180451041691,7.42263557040009,7.11130188722806,6.79199399158253,6.49940998919848,6.24765793666183,6.0592947812886,5.92411946727025
Poland,POL,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.90425153313593,5.90220484133767,5.96955471144847,6.09600209993144,6.27445632814057,6.48768487618414,6.72229767456941,6.97044790931749,7.19561700342116
Poland,POL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.62044073932577,7.73469877712404,7.78828608044472,7.83932663670684,7.94601059948062,8.02764082361836,8.03962905009342,7.99895074490624,7.86493474258899
Poland,POL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.40481705110235,7.13259441630375,6.90937537386262,6.71685455967188,6.51784663965275,6.3117077087067,6.07789958092005,5.8118593686375,5.55812553520465
Poland,POL,"Population ages 15-64, male",SP.POP.1564.MA.IN,13558829.0,13528447.0,13512647.0,13452608.0,13367410.0,13272139.0,13171461.0,13060442.0,12942131.0
Poland,POL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.33582084109134,6.09116317823502,5.81834289074509,5.5625070892762,5.3293074379069,5.10848203667725,4.92992189582432,4.78777955766032,4.65134972205123
Poland,POL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.47931979896383,4.43295203289352,4.4375381644237,4.51381116476933,4.67056905194059,4.86229736408759,5.01110127654312,5.08045604979496,5.07841471787997
Poland,POL,"Population ages 0-14, male",SP.POP.0014.MA.IN,2996331.0,2971376.0,2957625.0,2943708.0,2932095.0,2924057.0,2920087.0,2922635.0,2940453.0
Poland,POL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,4.87098469039621,5.01154587689618,5.06860195573547,5.05483210084489,4.96006731002067,4.81364367105251,4.68908571150656,4.62603867528929,4.63300074620342
Poland,POL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,3.135492345198105,3.21077293844809,3.199300977867735,3.192416050422445,3.125033655010335,3.0668218355262553,3.00454285575328,3.0080193376446447,3.05650037310171
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4,1.41,1.33,1.33,1.29,1.32,1.32,1.39,1.48
Poland,POL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,5.9,5.6,5.3,5.1,4.9,4.7,4.6,4.4,4.3
Poland,POL,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,40.8125,38.309999999999995,41.3,37.077999999999996,35.842000000000006,50.7,34.016999999999996,33.121,33.004
Poland,POL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,75.725,71.02,69.818,69.056,66.784,64.372,63.434,61.842,61.708
Poland,POL,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,87.7125,85.46000000000001,84.85900000000001,84.47800000000001,83.34200000000001,82.136,81.667,80.821,80.75399999999999
Poland,POL,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,87.7125,85.46000000000001,84.85900000000001,84.47800000000001,83.34200000000001,82.136,81.667,80.821,80.75399999999999
Poland,POL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.7,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.8
Poland,POL,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,89.2303980370774,90.568675027263,91.9069520174485,93.2452290076337,94.5835059978193,95.9217829880044,97.26005997819,98.5983369683751,99.236641221374
Poland,POL,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,44.815199018538706,45.4843375136315,46.10347600872425,46.77261450381685,47.44175299890965,48.0608914940022,48.730029989095,49.349168484187544,49.618320610687
Poland,POL,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.1,0.0
Poland,POL,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,1.274,1.278,1.2405,1.2505,1.254,1.2365000000000002,1.247,1.2405,1.1715
Poland,POL,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,1.274,1.278,1.2405,1.2505,1.254,1.2365000000000002,1.247,1.2405,1.1715
Poland,POL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.148,2.156,2.181,2.201,2.208,2.273,2.294,2.381,2.343
Poland,POL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98.0,98.0,98.0,98.0,98.0,97.0,96.0,96.0,94.0
Poland,POL,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05
Poland,POL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,720.0,760.0,810.0,850.0,890.0,940.0,990.0,1000.0,1100.0
Poland,POL,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Poland,POL,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,49.12654131371965,48.462054378224394,47.797567442729196,47.13308050723395,46.468593571738694,45.80410663624325,45.139619700748,44.475132765252795,43.81064582975755
Poland,POL,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,98.1530826274393,96.8241087564488,95.4951348854584,94.1661610144679,92.8371871434774,91.5082132724865,90.179239401496,88.8502655305056,87.5212916595151
Poland,POL,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,29.8,28.4,27.5,27.5,27.0,25.8,26.5,25.4,24.6
Poland,POL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.3,6.0,5.7,5.4,5.2,5.0,4.9,4.8,4.6
Poland,POL,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,2.4,2.3,2.3,2.2,2.1,2.0,1.9,1.9,1.8
Poland,POL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,122.2,90.0074379648155,109.15,105.1,102.55,101.5,90.3762185546728,96.95,93.4
Poland,POL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,122.2,3.95535422060168,109.15,105.1,102.55,101.5,4.83864140126944,96.95,93.4
Poland,POL,Number of deaths ages 5-9 years,SH.DTH.0509,242.0,227.0,216.0,208.0,203.0,201.0,197.0,192.0,185.0
Poland,POL,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,123.57,116.025,110.52,106.56,104.065,103.075,101.045,98.545,95.05
Poland,POL,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,5.14,5.05,5.04,5.12,5.13,5.15,5.09,5.09,5.1
Poland,POL,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,13.0805,13.912185000000001,13.931635,14.253695,7.529584999999999,14.62498,15.18655,13.96642,50.195294189453094
Poland,POL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,13.0805,13.912185000000001,13.931635,14.253695,9.92917,14.62498,15.18655,13.96642,50.195294189453094
Poland,POL,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,13.0805,13.912185000000001,13.931635,14.253695,17.192304999999998,14.62498,15.18655,13.96642,50.195294189453094
Poland,POL,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,21.021,22.77437,22.82327,23.38739,24.45544,24.09996,25.2831,22.84284,50.195294189453094
Poland,POL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,31.04314,31.03347,30.71056,30.47298,30.3008,31.41403,30.84707,31.70244,50.195294189453094
Poland,POL,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,94.8515014648438,94.9363021850586,95.8774566650391,96.5645065307617,59.95475943603515,96.6251831054688,97.1880187988281,97.0506820678711,95.2905883789062
Poland,POL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,85.7129898071289,92.4768371582031,92.7133026123047,91.733528137207,89.6087188720703,85.1421737670898,83.5581130981445,84.1125717163086,85.0777893066406
Poland,POL,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,17.0100002288818,18.2900009155273,18.7900009155273,19.3799991607666,20.25,21.25,21.5413551330566,21.8600006103516,22.7589645385742
Poland,POL,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,9.840580105781536,0.0,0.0,0.0,20.3600006103516,21.4099998474121,22.116771697998,22.6399993896484,23.6425247192383
Poland,POL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,9.840580105781536,0.527205169200897,0.510186910629272,0.519515454769135,22.6299991607666,23.7000007629395,24.2688179016113,24.9500007629395,25.8786201477051
Poland,POL,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,2.67115998268127,2.63568997383118,2.96209001541138,3.33033990859985,3.49787998199463,3.87915992736816,4.21194982528687,4.51764011383057,4.78205013275146
Poland,POL,"Secondary education, teachers",SE.SEC.TCHR,276969.0,273368.0,305993.0,301481.0,291374.0,279213.0,273481.0,267777.0,264616.0
Poland,POL,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,138533.517615,136733.160115,153041.007255,150789.77775,145736.354685,139655.95309,136790.01378,133938.26486,132355.04203
Poland,POL,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,138533.517615,136733.160115,153041.007255,150789.77775,145736.354685,139655.95309,136790.01378,133938.26486,132355.04203
Poland,POL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,98.03523,98.32023,153041.007255,98.5555,98.70937,98.90618,99.02756,99.52972,132355.04203
Poland,POL,"School enrollment, secondary (% net)",SE.SEC.NENR,90.26224,89.64078,89.01451,89.14576,90.92449,91.52153,92.66846,93.44554,94.08406
Poland,POL,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,37.06124,37.36317,37.74598,37.89741,37.37542,37.80043,38.66072,38.82817,38.61407
Poland,POL,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,12.18396,11.89205,9.3098,9.05681,9.06589,8.94514,8.78575,8.70821,8.63783
Poland,POL,"Secondary education, pupils",SE.SEC.ENRL,2958193.0,2841629.0,2726279.0,2611081.0,2777727.0,2641287.0,2548405.0,2462928.0,2407618.0
Poland,POL,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,76.8000030517578,77.8000030517578,78.6600036621094,79.25,80.1399993896484,80.8499984741211,81.3784255981445,82.5400009155273,83.1379013061523
Poland,POL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,79.9800033569336,80.9000015258789,81.6800003051758,82.3000030517578,83.1399993896484,83.8499984741211,98.0300598144531,85.3300018310547,98.1832275390625
Poland,POL,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,41.3438366651535,41.80047070980072,42.38901019096375,42.84051656723022,97.3544921875,97.0395889282227,96.9618682861328,96.089111328125,96.0845336914062
Poland,POL,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2.70766997337341,2.70093989372253,3.09802007675171,3.38103008270264,3.76286005973816,4.1262001991272,91.18061447143555,90.85208511352539,4.84453010559082
Poland,POL,"Children out of school, primary",SE.PRM.UNER,66145.0,62828.0,69263.0,73980.0,81415.0,90018.0,91.18061447143555,90.85208511352539,114695.0
Poland,POL,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,83.7283935546875,83.6648788452148,85.097282409668,85.2829132080078,85.3359680175781,85.3428726196289,85.3993606567383,85.6150588989258,85.2930908203125
Poland,POL,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,91.53676223754886,91.09858322143549,91.78335571289065,91.5200614929199,91.57851791381835,91.6451644897461,91.70188903808594,89.75471115112305,92.45233917236331
Poland,POL,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,99.3451309204102,98.5322875976562,98.4694290161133,97.757209777832,97.8210678100586,97.9474563598633,98.0044174194336,93.8943634033203,99.6115875244141
Poland,POL,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,99.3759613037109,98.7443695068359,98.8029708862305,98.3882675170898,98.2475814819336,98.4440078735352,98.2194366455078,93.4997863769531,99.6366119384766
Poland,POL,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,1.80394,1.83852,1.83689,1.74626,1.69003,1.60254,97.96257781982419,96.199893951416,1.24573
Poland,POL,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,49.580684999999995,50.5323,51.171079999999996,51.2723533276365,48.948409999999996,49.02498,97.96257781982419,96.199893951416,49.4372647192383
Poland,POL,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,97.35743,99.22608,100.50527,51.2723533276365,96.20679,96.44742,97.96257781982419,96.199893951416,49.4372647192383
Poland,POL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,97.5256881713867,98.2113800048828,99.0408630371094,100.798446655273,100.186210632324,99.6611862182617,97.96257781982419,96.199893951416,97.6287994384766
Poland,POL,"Primary education, pupils",SE.PRM.ENRL,2294369.0,2234937.0,2191659.0,2187172.0,2160861.0,2152655.0,97.96257781982419,96.199893951416,2296529.0
Poland,POL,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,98.1800003051758,97.8899993896484,98.0100021362305,98.1999969482422,98.3499984741211,98.3899993896484,97.7057189941406,98.9000015258789,97.9406356811523
Poland,POL,Primary school starting age (years),SE.PRM.AGES,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Poland,POL,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,64.1848526000977,68.7506408691406,72.5302429199219,77.4282073974609,77.8733291625977,80.1700897216797,5.5,5.5,81.6589431762695
Poland,POL,"Preprimary education, duration (years)",SE.PRE.DURS,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Poland,POL,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,2.4969150125980377,2.496605008840561,9.46516323089599,2.497644990682602,2.4902999997138977,2.4899449944496155,2.4815950095653534,5.27426719665527,2.4918400049209595
Poland,POL,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,2.4969150125980377,2.496605008840561,6.64087057113647,2.497644990682602,2.4902999997138977,2.4899449944496155,2.4815950095653534,4.26491689682006,2.4918400049209595
Poland,POL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.993830025196075,0.993210017681122,0.994710028171539,0.995289981365204,0.980599999427795,0.979889988899231,2.4815950095653534,2.6159034371375998,0.983680009841919
Poland,POL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,0.995175004005432,0.993760019540787,0.994170010089874,0.9926449954509735,0.9724499881267545,0.9709050059318545,2.4815950095653534,2.6159034371375998,0.9755699932575225
Poland,POL,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.995175004005432,0.993760019540787,0.994170010089874,0.9926449954509735,0.9724499881267545,0.9709050059318545,2.4815950095653534,2.6159034371375998,0.9755699932575225
Poland,POL,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.996519982814789,0.994310021400452,0.993629992008209,0.990000009536743,0.964299976825714,0.961920022964478,0.963190019130707,0.966889977455139,0.967459976673126
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,43.3212275207043,43.798588573932626,43.6247752010822,44.096894383430474,45.26888170838356,45.43288338184359,43.10064408183095,42.86439591646197,41.436111122369766
Poland,POL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,43.3212275207043,43.798588573932626,43.6247752010822,44.096894383430474,45.26888170838356,45.43288338184359,43.10064408183095,42.86439591646197,41.436111122369766
Poland,POL,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,85.6459350585938,86.6028671264648,86.2559204101562,87.2037887573242,89.5734634399414,89.9038467407227,85.2380981445312,84.7619018554688,81.9047622680664
Poland,POL,Regulatory Quality: Estimate,RQ.EST,0.976622402667999,1.02315878868103,0.958582043647766,0.996395766735077,1.052614569664,1.06331539154053,0.954634428024292,0.906232059001923,0.805140137672424
Poland,POL,Rule of Law: Percentile Rank,RL.PER.RNK,67.7725143432617,68.7203826904297,72.7699508666992,73.2394332885742,74.1784057617188,78.3653869628906,76.1904754638672,71.4285736083984,64.2857131958008
Poland,POL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.241539120674133,0.239330947399139,0.238522350788116,0.21966552734375,0.225787356495857,0.192247405648232,0.196433380246162,0.203295975923538,0.209813266992569
Poland,POL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Poland,POL,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,47.5651698903053,47.5176503436336,47.9852740533993,45.700475714772,6.080308333333335,6.077270833333335,45.6446721983995,46.0622634032478,41.5117344104051
Poland,POL,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,8.59535967117119,8.64711319872131,8.5814863326522,8.43908974752494,6.080308333333335,6.077270833333335,8.419943946787,9.73269446216801,13.0179789927279
Poland,POL,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,37.5989877345491,35.8743062478209,36.2579173630671,34.5979336704479,6.080308333333335,6.077270833333335,26.8287258085811,29.3619157377217,34.6270844741641
Poland,POL,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,37.2710571760236,39.6596782001495,39.3779953696587,39.5318022696239,6.080308333333335,6.077270833333335,38.0456698936331,35.4299685145672,30.6870959102255
Poland,POL,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,12.4526875750447,3.50814153752139,2.8076425461632,2.92943343649934,6.080308333333335,6.077270833333335,1.86218058435503,1.67900916722844,2.19059265388307
Poland,POL,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,29.0051319738928,27.2910043209708,25.6249574899014,24.7635651817239,6.080308333333335,6.077270833333335,25.7756966176588,23.452731127762,20.5040861018515
Poland,POL,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,56.5646982343579,58.5097934311541,59.2823784553084,60.5552662415094,6.080308333333335,6.077270833333335,66.8526432010522,64.3105622722194,54.8017674593013
